Name,Category,Film,Win_Oscar?,Year_Ceremony,Birth_Date,Birth_Place,Gender,Race or Ethnicity,Sexual orientation,Religion,Link
Jack Warden,ACTOR IN A SUPPORTING ROLE,Heaven Can Wait,FALSO,1979,18-09-1920,"Newark, NJ",Male,White,Straight,Na,http://www.nndb.com/people/860/000022794/
Ingrid Bergman,ACTRESS,Autumn Sonata,FALSO,1979,29-08-1915,"Stockholm, Sweden",Female,White,Straight,Na,/people/836/000024764/
Ellen Burstyn,ACTRESS,"Same Time, Next Year",FALSO,1979,07-12-1932,"Detroit, MI",Female,White,Straight,Na,/people/650/000023581/
Jill Clayburgh,ACTRESS,An Unmarried Woman,FALSO,1979,30-04-1944,New York City,Female,White,Straight,Na,http://www.nndb.com/people/560/000023491/
Jane Fonda,ACTRESS,Coming Home,VERDADERO,1979,21-12-1937,New York City,Female,White,Straight,Born-Again Christian,/people/637/000022571/
Geraldine Page,ACTRESS,Interiors,FALSO,1979,22-11-1924,"Kirksville, MO",Female,White,Straight,Na,/people/780/000043651/
Dyan Cannon,ACTRESS IN A SUPPORTING ROLE,Heaven Can Wait,FALSO,1979,04-01-1937,"Tacoma, WA",Female,White,Straight,Christian,http://www.nndb.com/people/964/000023895/
Penelope Milford,ACTRESS IN A SUPPORTING ROLE,Coming Home,FALSO,1979,23-03-1948,"St. Louis, MO",Female,White,Straight,Na,http://www.nndb.com/people/183/000366082/
Maggie Smith,ACTRESS IN A SUPPORTING ROLE,California Suite,VERDADERO,1979,28-12-1934,"Ilford, Essex, England",Female,White,Straight,Na,/people/260/000030170/
Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,Interiors,FALSO,1979,21-06-1925,"Troy, NY",Female,White,Straight,Roman Catholic,/people/376/000032280/
Meryl Streep,ACTRESS IN A SUPPORTING ROLE,The Deer Hunter,FALSO,1979,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Hal Ashby,DIRECTING,Coming Home,FALSO,1979,02-09-1929,"Ogden, UT",Male,White,Straight,Mormon,http://www.nndb.com/people/862/000090592/
Michael Cimino,DIRECTING,The Deer Hunter,VERDADERO,1979,03-02-1939,New York City,Male,White,Straight,Na,/people/810/000043681/
Warren Beatty,DIRECTING,Heaven Can Wait,FALSO,1979,30-03-1937,"Richmond, VA",Male,White,Straight,Baptist,/people/719/000022653/
Buck Henry,DIRECTING,Heaven Can Wait,FALSO,1979,09-12-1930,New York City,Male,White,Na,Jewish,https://www.nndb.com/people/353/000023284/
Woody Allen,DIRECTING,Interiors,FALSO,1979,01-12-1935,"Brooklyn, NY",Male,White,Straight,Agnostic,/people/501/000022435/
Alan Parker,DIRECTING,Midnight Express,FALSO,1979,14-02-1944,"London, England",Male,White,Straight,Na,http://www.nndb.com/people/530/000024458/
Dustin Hoffman,ACTOR,Kramer vs. Kramer,VERDADERO,1980,08-08-1937,"Los Angeles, CA",Male,White,Straight,Jewish,/people/882/000022816/
Jack Lemmon,ACTOR,The China Syndrome,FALSO,1980,08-02-1925,"Newton, MA",Male,White,Straight,Roman Catholic,/people/714/000026636/
Al Pacino,ACTOR,...And Justice for All,FALSO,1980,25-04-1940,"East Harlem, New York City",Male,White,Straight,Roman Catholic,/people/880/000022814/
Roy Scheider,ACTOR,All That Jazz,FALSO,1980,10-11-1932,"Orange, NJ",Male,White,Straight,Na,http://www.nndb.com/people/646/000023577/
Peter Sellers,ACTOR,Being There,FALSO,1980,08-09-1925,"Southsea, Hampshire, England",Male,White,Straight,Jewish,http://www.nndb.com/people/011/000023939/
Melvyn Douglas,ACTOR IN A SUPPORTING ROLE,Being There,VERDADERO,1980,05-04-1901,"Macon, GA",Male,White,Straight,Jewish,/people/100/000063908/
Robert Duvall,ACTOR IN A SUPPORTING ROLE,Apocalypse Now,FALSO,1980,05-01-1931,"San Diego, CA",Male,White,Straight,Na,/people/008/000022939/
Frederic Forrest,ACTOR IN A SUPPORTING ROLE,The Rose,FALSO,1980,23-12-1936,"Waxahachie, TX",Male,White,Straight,Na,http://www.nndb.com/people/273/000132874/
Justin Henry,ACTOR IN A SUPPORTING ROLE,Kramer vs. Kramer,FALSO,1980,25-05-1971,"Rye, NY",Male,White,Na,Na,http://www.nndb.com/people/107/000352048/
Mickey Rooney,ACTOR IN A SUPPORTING ROLE,The Black Stallion,FALSO,1980,23-09-1920,"Brooklyn, NY",Male,White,Straight,Born-Again Christian,http://www.nndb.com/people/861/000022795/
Jill Clayburgh,ACTRESS,Starting Over,FALSO,1980,30-04-1944,New York City,Female,White,Straight,Na,http://www.nndb.com/people/560/000023491/
Sally Field,ACTRESS,Norma Rae,VERDADERO,1980,06-11-1946,"Pasadena, CA",Female,White,Straight,Na,/people/897/000022831/
Jane Fonda,ACTRESS,The China Syndrome,FALSO,1980,21-12-1937,New York City,Female,White,Straight,Born-Again Christian,/people/637/000022571/
Marsha Mason,ACTRESS,Chapter Two,FALSO,1980,03-04-1942,"St. Louis, MO",Female,White,Straight,Na,http://www.nndb.com/people/232/000100929/
Bette Midler,ACTRESS,The Rose,FALSO,1980,01-12-1945,"Honolulu, HI",Female,White,Straight,Jewish,https://www.nndb.com/people/773/000022707/
Jane Alexander,ACTRESS IN A SUPPORTING ROLE,Kramer vs. Kramer,FALSO,1980,28-10-1939,"Boston, MA",Female,White,Straight,Na,http://www.nndb.com/people/125/000024053/
Barbara Barrie,ACTRESS IN A SUPPORTING ROLE,Breaking Away,FALSO,1980,23-05-1931,"Chicago, IL",Female,White,Straight,Jewish,http://www.nndb.com/people/041/000131645/
Candice Bergen,ACTRESS IN A SUPPORTING ROLE,Starting Over,FALSO,1980,09-05-1946,"Beverly Hills, CA",Female,White,Straight,Na,http://www.nndb.com/people/723/000022657/
Mariel Hemingway,ACTRESS IN A SUPPORTING ROLE,Manhattan,FALSO,1980,22-11-1961,"Mill Valley, CA",Female,White,Straight,Na,http://www.nndb.com/people/852/000025777/
Meryl Streep,ACTRESS IN A SUPPORTING ROLE,Kramer vs. Kramer,VERDADERO,1980,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Bob Fosse,DIRECTING,All That Jazz,FALSO,1980,23-06-1927,"Chicago, IL",Male,White,Straight,Na,/people/159/000032063/
Francis Ford Coppola,DIRECTING,Apocalypse Now,FALSO,1980,07-04-1939,"Detroit, MI",Male,White,Straight,Na,/people/866/000022800/
Peter Yates,DIRECTING,Breaking Away,FALSO,1980,24-07-1929,"Aldershot, Hampshire, England",Male,White,Straight,Na,http://www.nndb.com/people/333/000078099/
Robert Benton,DIRECTING,Kramer vs. Kramer,VERDADERO,1980,29-09-1932,"Waxahachie, TX",Male,White,Straight,Na,/people/267/000064075/
Edouard Molinaro,DIRECTING,La Cage aux Folles,FALSO,1980,31-05-1928,"Gironde, Bordeaux, France",Male,White,Na,Na,http://www.nndb.com/people/468/000136060/
Robert De Niro,ACTOR,Raging Bull,VERDADERO,1981,17-08-1943,New York City,Male,White,Straight,Roman Catholic,/people/765/000023696/
Robert Duvall,ACTOR,The Great Santini,FALSO,1981,05-01-1931,"San Diego, CA",Male,White,Straight,Na,/people/008/000022939/
John Hurt,ACTOR,The Elephant Man,FALSO,1981,22-01-1940,"Chesterfield, Derbyshire, England",Male,White,Straight,Na,http://www.nndb.com/people/007/000023935/
Jack Lemmon,ACTOR,Tribute,FALSO,1981,08-02-1925,"Newton, MA",Male,White,Straight,Roman Catholic,/people/714/000026636/
Peter O'Toole,ACTOR,The Stunt Man,FALSO,1981,02-08-1932,"Connemara, Ireland",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/480/000026402/
Judd Hirsch,ACTOR IN A SUPPORTING ROLE,Ordinary People,FALSO,1981,15-03-1935,"Bronx, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/589/000023520/
Timothy Hutton,ACTOR IN A SUPPORTING ROLE,Ordinary People,VERDADERO,1981,16-08-1960,"Malibu, CA",Male,White,Straight,Na,/people/378/000024306/
Michael O'Keefe,ACTOR IN A SUPPORTING ROLE,The Great Santini,FALSO,1981,24-04-1955,"Mount Vernon, NY",Male,White,Straight,Buddhist,http://www.nndb.com/people/487/000112151/
Joe Pesci,ACTOR IN A SUPPORTING ROLE,Raging Bull,FALSO,1981,09-02-1943,"Newark, NJ",Male,White,Straight,Na,/people/582/000022516/
Jason Robards,ACTOR IN A SUPPORTING ROLE,Melvin and Howard,FALSO,1981,26-07-1922,"Chicago, IL",Male,White,Straight,Na,/people/224/000032128/
Ellen Burstyn,ACTRESS,Resurrection,FALSO,1981,07-12-1932,"Detroit, MI",Female,White,Straight,Na,/people/650/000023581/
Goldie Hawn,ACTRESS,Private Benjamin,FALSO,1981,21-11-1945,"Silver Spring, MD",Female,White,Straight,Buddhist,/people/996/000022930/
Mary Tyler Moore,ACTRESS,Ordinary People,FALSO,1981,29-12-1936,"Brooklyn, NY",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/884/000023815/
Gena Rowlands,ACTRESS,Gloria,FALSO,1981,19-06-1930,"Cambria, WI",Female,White,Straight,Anglican/Episcopalian,http://www.nndb.com/people/907/000023838/
Sissy Spacek,ACTRESS,Coal Miner's Daughter,VERDADERO,1981,25-12-1949,"Quitman, TX",Female,White,Straight,Na,/people/758/000023689/
Eileen Brennan,ACTRESS IN A SUPPORTING ROLE,Private Benjamin,FALSO,1981,03-09-1932,"Los Angeles, CA",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/027/000022958/
Eva Le Gallienne,ACTRESS IN A SUPPORTING ROLE,Resurrection,FALSO,1981,1899-01-11,"London, England",Female,White,Lesbian,Na,http://www.nndb.com/people/193/000205575/
Cathy Moriarty,ACTRESS IN A SUPPORTING ROLE,Raging Bull,FALSO,1981,29-11-1960,"Bronx, NY",Female,White,Straight,Na,http://www.nndb.com/people/056/000110723/
Diana Scarwid,ACTRESS IN A SUPPORTING ROLE,Inside Moves,FALSO,1981,27-08-1955,"Savannah, GA",Female,White,Straight,Na,http://www.nndb.com/people/098/000131702/
Mary Steenburgen,ACTRESS IN A SUPPORTING ROLE,Melvin and Howard,VERDADERO,1981,08-02-1953,"Newport, AR",Female,White,Straight,Na,/people/271/000025196/
David Lynch,DIRECTING,The Elephant Man,FALSO,1981,20-01-1946,"Missoula, MT",Male,White,Straight,Na,http://www.nndb.com/people/720/000024648/
Robert Redford,DIRECTING,Ordinary People,VERDADERO,1981,18-08-1936,"Santa Monica, CA",Male,White,Straight,Na,/people/795/000022729/
Martin Scorsese,DIRECTING,Raging Bull,FALSO,1981,17-11-1942,"Flushing, NY",Male,White,Straight,Roman Catholic,/people/678/000022612/
Richard Rush,DIRECTING,The Stunt Man,FALSO,1981,15-04-1929,New York City,Male,White,Straight,Na,http://www.nndb.com/people/194/000133792/
Roman Polanski,DIRECTING,Tess,FALSO,1981,18-08-1933,"Paris, France",Male,White,Straight,Na,/people/541/000023472/
Warren Beatty,ACTOR,Reds,FALSO,1982,30-03-1937,"Richmond, VA",Male,White,Straight,Baptist,/people/719/000022653/
Henry Fonda,ACTOR,On Golden Pond,VERDADERO,1982,16-05-1905,"Grand Island, NE",Male,White,Straight,Na,/people/496/000026418/
Burt Lancaster,ACTOR,Atlantic City,FALSO,1982,02-11-1913,New York City,Male,White,Straight,Protestant,/people/938/000031845/
Dudley Moore,ACTOR,Arthur,FALSO,1982,19-04-1935,"London, England",Male,White,Straight,Na,https://www.nndb.com/people/657/000022591/
Paul Newman,ACTOR,Absence of Malice,FALSO,1982,26-01-1925,"Shaker Heights, OH",Male,White,Straight,Jewish,/people/804/000022738/
James Coco,ACTOR IN A SUPPORTING ROLE,Only When I Laugh,FALSO,1982,21-03-1928,New York City,Male,White,Gay,Na,http://www.nndb.com/people/297/000044165/
John Gielgud,ACTOR IN A SUPPORTING ROLE,Arthur,VERDADERO,1982,14-04-1904,"London, England",Male,White,Gay,Na,/people/589/000033490/
Ian Holm,ACTOR IN A SUPPORTING ROLE,Chariots of Fire,FALSO,1982,12-09-1931,"Goodmayes, England",Male,White,Straight,Na,http://www.nndb.com/people/438/000023369/
Jack Nicholson,ACTOR IN A SUPPORTING ROLE,Reds,FALSO,1982,22-04-1937,New York City,Male,White,Straight,Atheist,/people/722/000022656/
"Howard E. Rollins, Jr.",ACTOR IN A SUPPORTING ROLE,Ragtime,FALSO,1982,17-10-1950,"Baltimore, MD",Male,Black,Na,Na,http://www.nndb.com/people/838/000107517/
Katharine Hepburn,ACTRESS,On Golden Pond,VERDADERO,1982,12-05-1907,"Hartford, CT",Female,White,Bisexual,Atheist,/people/775/000023706/
Diane Keaton,ACTRESS,Reds,FALSO,1982,05-01-1946,"Los Angeles, CA",Female,White,Straight,Atheist,/people/879/000022813/
Marsha Mason,ACTRESS,Only When I Laugh,FALSO,1982,03-04-1942,"St. Louis, MO",Female,White,Straight,Na,http://www.nndb.com/people/232/000100929/
Susan Sarandon,ACTRESS,Atlantic City,FALSO,1982,04-10-1946,"Queens, NY",Female,White,Straight,Roman Catholic,/people/762/000024690/
Meryl Streep,ACTRESS,The French Lieutenant's Woman,FALSO,1982,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Melinda Dillon,ACTRESS IN A SUPPORTING ROLE,Absence of Malice,FALSO,1982,13-10-1939,"Hope, AR",Female,White,Straight,Na,http://www.nndb.com/people/733/000129346/
Jane Fonda,ACTRESS IN A SUPPORTING ROLE,On Golden Pond,FALSO,1982,21-12-1937,New York City,Female,White,Straight,Born-Again Christian,/people/637/000022571/
Joan Hackett,ACTRESS IN A SUPPORTING ROLE,Only When I Laugh,FALSO,1982,01-03-1934,"Harlem, NY",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/294/000044162/
Elizabeth McGovern,ACTRESS IN A SUPPORTING ROLE,Ragtime,FALSO,1982,18-07-1961,"Evanston, IL",Female,White,Straight,Na,http://www.nndb.com/people/834/000025759/
Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,Reds,VERDADERO,1982,21-06-1925,"Troy, NY",Female,White,Straight,Roman Catholic,/people/376/000032280/
Louis Malle,DIRECTING,Atlantic City,FALSO,1982,30-10-1932,"Thumeries, France",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/298/000044166/
Hugh Hudson,DIRECTING,Chariots of Fire,FALSO,1982,25-08-1936,"London, England",Male,White,Straight,Na,https://www.imdb.com/fr/name/nm0399853/?ref_=nv_sr_srsg_0_tt_1_nm_7_in_0_q_Hugh%2520Hudson
Mark Rydell,DIRECTING,On Golden Pond,FALSO,1982,23-03-1934,New York City,Male,White,Straight,Na,http://www.nndb.com/people/406/000078172/
Steven Spielberg,DIRECTING,Raiders of the Lost Ark,FALSO,1982,18-12-1946,"Cincinnati, OH",Male,White,Straight,Jewish,/people/734/000022668/
Warren Beatty,DIRECTING,Reds,VERDADERO,1982,30-03-1937,"Richmond, VA",Male,White,Straight,Baptist,/people/719/000022653/
Dustin Hoffman,ACTOR,Tootsie,FALSO,1983,08-08-1937,"Los Angeles, CA",Male,White,Straight,Jewish,/people/882/000022816/
Ben Kingsley,ACTOR,Gandhi,VERDADERO,1983,31-12-1943,"Scarborough, Yorkshire, England",Male,Multiracial,Straight,Quaker,/people/519/000024447/
Jack Lemmon,ACTOR,Missing,FALSO,1983,08-02-1925,"Newton, MA",Male,White,Straight,Roman Catholic,/people/714/000026636/
Paul Newman,ACTOR,The Verdict,FALSO,1983,26-01-1925,"Shaker Heights, OH",Male,White,Straight,Jewish,/people/804/000022738/
Peter O'Toole,ACTOR,My Favorite Year,FALSO,1983,02-08-1932,"Connemara, Ireland",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/480/000026402/
Charles Durning,ACTOR IN A SUPPORTING ROLE,The Best Little Whorehouse in Texas,FALSO,1983,28-02-1923,"Highland Falls, NY",Male,White,Straight,Na,http://www.nndb.com/people/939/000022873/
"Lou Gossett, Jr.",ACTOR IN A SUPPORTING ROLE,An Officer and a Gentleman,VERDADERO,1983,27-05-1936,"Brooklyn, NY",Male,Black,Straight,Na,/people/906/000023837/
John Lithgow,ACTOR IN A SUPPORTING ROLE,The World According to Garp,FALSO,1983,19-10-1945,"Rochester, NY",Male,White,Straight,Na,http://www.nndb.com/people/586/000023517/
James Mason,ACTOR IN A SUPPORTING ROLE,The Verdict,FALSO,1983,15-05-1909,"Yorkshire, England",Male,White,Straight,Na,http://www.nndb.com/people/873/000023804/
Robert Preston,ACTOR IN A SUPPORTING ROLE,Victor/Victoria,FALSO,1983,08-06-1918,"Newton Highlands, MA",Male,White,Straight,Na,http://www.nndb.com/people/675/000079438/
Julie Andrews,ACTRESS,Victor/Victoria,FALSO,1983,01-10-1935,"Walton-on-Thames, Surrey, England",Female,White,Straight,Na,/people/874/000023805/
Jessica Lange,ACTRESS,Frances,FALSO,1983,20-04-1949,"Cloquet, MN",Female,White,Straight,Na,/people/004/000022935/
Sissy Spacek,ACTRESS,Missing,FALSO,1983,25-12-1949,"Quitman, TX",Female,White,Straight,Na,/people/758/000023689/
Meryl Streep,ACTRESS,Sophie's Choice,VERDADERO,1983,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Debra Winger,ACTRESS,An Officer and a Gentleman,FALSO,1983,16-05-1955,"Cleveland, OH",Female,White,Straight,Jewish,http://www.nndb.com/people/056/000022987/
Glenn Close,ACTRESS IN A SUPPORTING ROLE,The World According to Garp,FALSO,1983,19-03-1947,"Greenwich, CT",Female,White,Straight,Na,http://www.nndb.com/people/786/000024714/
Teri Garr,ACTRESS IN A SUPPORTING ROLE,Tootsie,FALSO,1983,11-12-1947,"Lakewood, OH",Female,White,Straight,Na,http://www.nndb.com/people/930/000024858/
Jessica Lange,ACTRESS IN A SUPPORTING ROLE,Tootsie,VERDADERO,1983,20-04-1949,"Cloquet, MN",Female,White,Straight,Na,/people/004/000022935/
Kim Stanley,ACTRESS IN A SUPPORTING ROLE,Frances,FALSO,1983,11-02-1925,"Tularosa, NM",Female,White,Straight,Na,http://www.nndb.com/people/182/000205564/
Lesley Ann Warren,ACTRESS IN A SUPPORTING ROLE,Victor/Victoria,FALSO,1983,16-08-1946,New York City,Female,White,Straight,Jewish,http://www.nndb.com/people/755/000024683/
Wolfgang Petersen,DIRECTING,Das Boot,FALSO,1983,14-03-1941,"Emden, Lower Saxony, Germany",Male,White,Straight,Na,http://www.nndb.com/people/787/000047646/
Steven Spielberg,DIRECTING,E.T. The Extra-Terrestrial,FALSO,1983,18-12-1946,"Cincinnati, OH",Male,White,Straight,Jewish,/people/734/000022668/
Richard Attenborough,DIRECTING,Gandhi,VERDADERO,1983,29-08-1923,"Cambridge, England",Male,White,Straight,Na,/people/750/000023681/
Sydney Pollack,DIRECTING,Tootsie,FALSO,1983,01-07-1934,"Lafayette, IN",Male,White,Straight,Jewish,/people/772/000023703/
Sidney Lumet,DIRECTING,The Verdict,FALSO,1983,25-06-1924,"Philadelphia, PA",Male,White,Straight,Jewish,http://www.nndb.com/people/978/000022912/
Michael Caine,ACTOR,Educating Rita,FALSO,1984,14-03-1933,"Bermondsey, England",Male,White,Straight,Na,/people/754/000022688/
Tom Conti,ACTOR,"Reuben, Reuben",FALSO,1984,22-11-1941,"Paisley, Scotland",Male,White,Straight,Na,http://www.nndb.com/people/371/000024299/
Tom Courtenay,ACTOR,The Dresser,FALSO,1984,25-02-1937,"Hull, Humberside, England",Male,White,Straight,Na,http://www.nndb.com/people/978/000101675/
Robert Duvall,ACTOR,Tender Mercies,VERDADERO,1984,05-01-1931,"San Diego, CA",Male,White,Straight,Na,/people/008/000022939/
Albert Finney,ACTOR,The Dresser,FALSO,1984,09-05-1936,"Salford, Lancashire, England",Male,White,Straight,Na,http://www.nndb.com/people/903/000023834/
Charles Durning,ACTOR IN A SUPPORTING ROLE,To Be or Not to Be,FALSO,1984,28-02-1923,"Highland Falls, NY",Male,White,Straight,Na,http://www.nndb.com/people/939/000022873/
John Lithgow,ACTOR IN A SUPPORTING ROLE,Terms of Endearment,FALSO,1984,19-10-1945,"Rochester, NY",Male,White,Straight,Na,http://www.nndb.com/people/586/000023517/
Jack Nicholson,ACTOR IN A SUPPORTING ROLE,Terms of Endearment,VERDADERO,1984,22-04-1937,New York City,Male,White,Straight,Atheist,/people/722/000022656/
Sam Shepard,ACTOR IN A SUPPORTING ROLE,The Right Stuff,FALSO,1984,05-11-1943,"Fort Sheridan, IL",Male,White,Straight,Na,https://www.nndb.com/people/502/000024430/
Rip Torn,ACTOR IN A SUPPORTING ROLE,Cross Creek,FALSO,1984,06-02-1931,"Temple, TX",Male,White,Straight,Na,http://www.nndb.com/people/549/000022483/
Jane Alexander,ACTRESS,Testament,FALSO,1984,28-10-1939,"Boston, MA",Female,White,Straight,Na,http://www.nndb.com/people/125/000024053/
Shirley MacLaine,ACTRESS,Terms of Endearment,VERDADERO,1984,24-04-1934,"Richmond, VA",Female,White,Straight,Baptist,/people/799/000023730/
Meryl Streep,ACTRESS,Silkwood,FALSO,1984,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Julie Walters,ACTRESS,Educating Rita,FALSO,1984,22-02-1950,"Birmingham, West Midlands, England",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/991/000102685/
Debra Winger,ACTRESS,Terms of Endearment,FALSO,1984,16-05-1955,"Cleveland, OH",Female,White,Straight,Jewish,http://www.nndb.com/people/056/000022987/
Cher,ACTRESS IN A SUPPORTING ROLE,Silkwood,FALSO,1984,20-05-1946,"El Centro, CA",Female,White,Bisexual,Na,/people/688/000022622/
Glenn Close,ACTRESS IN A SUPPORTING ROLE,The Big Chill,FALSO,1984,19-03-1947,"Greenwich, CT",Female,White,Straight,Na,http://www.nndb.com/people/786/000024714/
Linda Hunt,ACTRESS IN A SUPPORTING ROLE,The Year of Living Dangerously,VERDADERO,1984,02-04-1945,"Morristown, NJ",Female,White,Na,Na,/people/671/000024599/
Amy Irving,ACTRESS IN A SUPPORTING ROLE,Yentl,FALSO,1984,10-09-1953,"Palo Alto, CA",Female,White,Straight,Christian Science,http://www.nndb.com/people/290/000025215/
Alfre Woodard,ACTRESS IN A SUPPORTING ROLE,Cross Creek,FALSO,1984,08-11-1953,"Tulsa, OK",Female,Black,Straight,Na,http://www.nndb.com/people/302/000025227/
Peter Yates,DIRECTING,The Dresser,FALSO,1984,24-07-1929,"Aldershot, Hampshire, England",Male,White,Straight,Na,http://www.nndb.com/people/333/000078099/
Ingmar Bergman,DIRECTING,Fanny & Alexander,FALSO,1984,14-07-1918,"Uppsala, Sweden",Male,White,Straight,Atheist,http://www.nndb.com/people/009/000025931/
