nombres_nominados_nominadas;genero;lugar_de_nacimiento;nacionalidad_1;nacionalidad_2;raza_o_etnia;su_debut_fue_estadounidense;titulo_original_pelicula_debut;categoria_nominacion_oscar;fue_ganador_o_ganadora;ano_ceremonia;titulo_original_pelicula_nominada;ano_pelicula_nominada;original_language;genres;production_companies;production_countries;spoken_languages
Isabelle Adjani;Femenino;París, Francia;Francesa;No aplica;Multirracial;No; Le petit bougnat;Mejor actriz;No;1990;Camille Claudel;1989;Francés;Drama, Romance, Historia;Lilith Films, Gaumont, Films A2, DD Productions;Francia;Francés
Julia Roberts;Femenino;Smyrna, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Satisfaction;Mejor actriz;No;1991;Pretty Woman;1990;ingles;Comedy, Romance;Touchstone Pictures, Silver Screen Partners IV;Estados Unidos;Ingles
Kathy Bates;Femenino;Memphis, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Taking Off;Mejor actriz;Sí;1991;Misery;1990;ingles;Drama, Thriller;Castle Rock Entertainment, Nelson Entertainment;Estados Unidos;Ingles
Robert De Niro;Masculino;Manhattan, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Greetings;Mejor actor;No;1991;Awakenings;1990;ingles;Drama;Parkes/Lasker productions;Estados Unidos;Ingles
Gerard Depardieu;Masculino;Châteauroux, Francia;Francesa;Rusa;Blanca;No; Le cri du cormoran, le soir au-dessus des jonques;Mejor actor;No;1991;Cyrano de Bergerac;1990;frances;Drama, Comedy, History, Romance;Hachette Première, Films A2, DD Productions, Caméra One, CNC, Investors Club, Sofinergie 1, Union Générale Cinématographique (UGC);Francia;Frances
Anjelica Huston;Femenino;Santa Mónica, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; A Walk with Love and Death;Mejor actriz;No;1991;The Grifters;1990;ingles;Crime, Drama;Cineplex-Odeon Films, Miramax;Estados Unidos;Ingles
Jeremy Irons;Masculino;Cowes, Inglaterra;Británica;No aplica;Blanca;No; Langrishe, Go Down;Mejor actor;Sí;1991;Reversal of Fortune;1990;ingles;Drama;Shochiku-Fuji Company, Sovereign Pictures, Reversal Films Inc.;Japon, Reino Unido, Estados Unidos;Ingles
Meryl Streep;Femenino;Summit, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Julia;Mejor actriz;No;1991;Postcards from the Edge;1990;ingles;Comedy, Drama;Columbia Pictures;Estados Unidos;Ingles
Richard Harris;Masculino;Limerick, Irlanda;Irlandesa;No aplica;Blanca;No; Alive and Kicking;Mejor actor;No;1991;The Field;1990;ingles;Drama;Sovereign Pictures, Granada Television, Noel Pearson;Irlanda;Ingles
Joanne Woodward;Femenino;Thomasville, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Count Three and Pray;Mejor actriz;No;1991;Mr. & Mrs. Bridge;1990;ingles;Drama;Merchant Ivory Productions;Estados Unidos;Ingles
Kevin Costner;Masculino;Lynwood, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Malibu Hot Summer;Mejor actor;No;1991;Dances With Wolves;1990;Inglés;Aventura, Drama, Western;Tig Productions, Majestic Films International;Estados Unidos, Reino Unido;Inglés, Lakota
Anthony Hopkins;Masculino;Port Talbot, Reino Unido;Británica;Estadounidense;Blanca;No; The Lion in Winter;Mejor actor;Sí;1992;The Silence of the Lambs;1991;ingles;Crime, Drama, Thriller;Orion Pictures, Strong Heart/Demme Production;Estados Unidos;Ingles
Jodie Foster;Femenino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Napoleon and Samantha;Mejor actriz;Sí;1992;The Silence of the Lambs;1991;ingles;Crime, Drama, Thriller;Orion Pictures, Strong Heart/Demme Production;Estados Unidos;Ingles
Robert De Niro;Masculino;Manhattan, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Greetings;Mejor actor;No;1992;Cape Fear;1991;ingles;Thriller;Universal Pictures, Amblin Entertainment, Cappa Productions, Tribeca Productions;Estados Unidos;Ingles
Geena Davis;Femenino;Wareham, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Tootsie;Mejor actriz;No;1992;Thelma & Louise;1991;ingles;Drama, Thriller, Crime, Adventure;Star Partners III Ltd., Metro-Goldwyn-Mayer, Pathé Entertainment, Scott Free Productions;Reino Unido, Estados Unidos;Ingles
Susan Sarandon;Femenino;Queens, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Joe;Mejor actriz;No;1992;Thelma & Louise;1991;ingles;Drama, Thriller, Crime, Adventure;Star Partners III Ltd., Metro-Goldwyn-Mayer, Pathé Entertainment, Scott Free Productions;Reino Unido, Estados Unidos;Ingles
Robin Williams;Masculino;Chicago, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Can I Do It ... Til I Need Glasses?;Mejor actor;No;1992;The Fisher King;1991;ingles;Comedy, Drama;TriStar Pictures;Estados Unidos;Ingles
Warren Beatty;Masculino;Richmond, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Splendor in the Grass;Mejor actor;No;1992;Bugsy;1991;ingles;Crime, Drama, Mystery;Baltimore Pictures, TriStar Pictures;Estados Unidos;Ingles
Nick Nolte;Masculino;Omaha, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Return to Macon County;Mejor actor;No;1992;The Prince of Tides;1991;ingles;Drama, Romance;Columbia Pictures;Estados Unidos;Ingles
Bette Midler;Femenino;Honolulú, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Rose;Mejor actriz;No;1992;For the Boys;1991;ingles;Drama, Music;All Girl Productions, 20th Century Fox;Estados Unidos;Ingles
Laura Dern;Femenino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;Sí;  Foxes;Mejor actriz;No;1992;Rambling Rose;1991;ingles;Drama;Seven Arts Pictures, Carolco Pictures;Estados Unidos;Ingles
Clint Eastwood;Masculino;San Francisco, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Francis in the Navy;Mejor actor;No;1993;Unforgiven;1992;ingles;Western;Warner Bros. Pictures, Malpaso Productions;Estados Unidos;Ingles
Al Pacino;Masculino;East Harlem, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Me, Natalie;Mejor actor;Sí;1993;Scent of a Woman;1992;ingles;Drama;Universal Pictures, City Light Films;Estados Unidos;Ingles
Denzel Washington;Masculino;Mount Vernon, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Carbon Copy;Mejor actor;No;1993;Malcolm X;1992;ingles;Drama, History;40 Acres and a Mule Filmworks, JVC, Warner Bros. Pictures;Estados Unidos;Arabe, Ingles
Robert Downey Jr.;Masculino;Manhattan, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Pound;Mejor actor;No;1993;Chaplin;1992;ingles;Drama;Japan Satellite Broadcasting (JSB), RCS Video, Le Studio Canal+, Carolco Pictures, TriStar Pictures;Francia, Italia, Japon, Reino Unido, Estados Unidos;Ingles
Stephen Rea;Masculino;Belfast, Reino Unido;Norirlandesa;No aplica;Blanca;No; Cry of the Banshee;Mejor actor;No;1993;The Crying Game;1992;ingles;Crime, Drama, Thriller;Palace Pictures, Nippon Film Development and Finance Inc., Eurotrustees, British Screen Productions, Film4 Productions;Irlanda, Japon, Reino Unido;Ingles
Susan Sarandon;Femenino;Queens, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Joe;Mejor actriz;No;1993;Lorenzo's Oil;1992;ingles;Drama;Universal Pictures;Estados Unidos;Ingles, Italiano
Emma Thompson;Femenino;Paddington, Inglaterra;Británica;No aplica;Blanca;No; The Tall Guy;Mejor actriz;Sí;1993;Howards End;1992;ingles;Drama, Romance;Merchant Ivory Productions, Film4 Productions, Japan Satellite Broadcasting (JSB), IMAGICA, Sumitomo Corporation;Japon, Reino Unido, Estados Unidos;Ingles, Aleman
Catherine Deneuve;Femenino;París, Francia;Francesa;No aplica;Blanca;No; Les Collégiennes;Mejor actriz;No;1993;Indochine;1992;frances;Drama, Romance;Investimage 3, Bac Films, Paradis Films, Orly Films, Ciné Cinq, La Générale d'Images, Sofinergie 2, Club des Investissments, Sofica Sofinergie, CNC, Canal+;Francia;Frances, Vietnamita
Michelle Pfeiffer;Femenino;Santa Ana, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Hollywood Knights;Mejor actriz;No;1993;Love Field;1992;ingles;Drama, Romance;Orion Pictures, Sanford/Pillsbury Productions;Estados Unidos;Ingles
Mary McDonnell;Femenino;Wilkes-Barre, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Garbo Talks;Mejor actriz;No;1993;Passion Fish;1992;ingles;Drama;Atchafalaya;Estados Unidos;Ingles
Liam Neeson;Masculino;Ballymena, Reino Unido;Norirlandesa;Estadounidense;Blanca;Sí; Pilgrim's Progress;Mejor actor;No;1994;Schindler's List;1993;ingles;Drama, History, War;Amblin Entertainment;Estados Unidos;Aleman, Polaco, Hebreo, Ingles
Tom Hanks;Masculino;Concord, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; He Knows You're Alone;Mejor actor;Sí;1994;Philadelphia;1993;ingles;Drama;TriStar Pictures;Estados Unidos;Ingles
Daniel Day-Lewis;Masculino;Greenwich, Inglaterra;Británica;Irlandesa;Blanca;No; Endless Love;Mejor actor;No;1994;In the Name of the Father;1993;ingles;Drama;Hell's Kitchen Films, Universal Pictures;Reino Unido, Irlanda;Ingles
Holly Hunter;Femenino;Conyers, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Burning;Mejor actriz;Sí;1994;The Piano;1993;ingles;Drama, Romance;New South Wales Film & Television Office, Jan Chapman Productions, Australian Film Commission, CiBy 2000;Nueva Zelanda, Australia, Francia;Ingles, Maori
Anthony Hopkins;Masculino;Port Talbot, Reino Unido;Británica;Estadounidense;Blanca;No; The Lion in Winter;Mejor actor;No;1994;The Remains of the Day;1993;ingles;Drama, Romance;Columbia Pictures, Merchant Ivory Productions;Reino Unido, Estados Unidos;Aleman, Ingles
Emma Thompson;Femenino;Paddington, Inglaterra;Británica;No aplica;Blanca;No; The Tall Guy;Mejor actriz;No;1994;The Remains of the Day;1993;ingles;Drama, Romance;Columbia Pictures, Merchant Ivory Productions;Reino Unido, Estados Unidos;Aleman, Ingles
Stockard Channing;Femenino;Nueva York, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Fortune;Mejor actriz;No;1994;Six Degrees of Separation;1993;ingles;Mystery, Drama, Comedy;New Regency Pictures, Maiden Movies, Metro-Goldwyn-Mayer;Estados Unidos;Ingles
Laurence Fishburne;Masculino;Augusta, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Cornbread, Earl and Me;Mejor actor;No;1994;What's Love Got to Do with It;1993;ingles;Drama, Music, History;Touchstone Pictures;Estados Unidos;Ingles
Angela Bassett;Femenino;Nueva York, Estados Unidos;Estadounidense;No aplica;Negra;Sí; F/X;Mejor actriz;No;1994;What's Love Got to Do with It;1993;ingles;Drama, Music, History;Touchstone Pictures;Estados Unidos;Ingles
Debra Winger;Femenino;Cleveland, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Slumber Party '57;Mejor actriz;No;1994;Shadowlands;1993;ingles;Drama, Romance;Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International;Reino Unido;Ingles, Aleman
John Travolta;Masculino;Englewood, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Devil's Rain;Mejor actor;No;1995;Pulp Fiction;1994;ingles;Thriller, Crime;Miramax, A Band Apart, Jersey Films;Estados Unidos;Ingles, Español, Frances
Tom Hanks;Masculino;Concord, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; He Knows You're Alone;Mejor actor;Sí;1995;Forrest Gump;1994;ingles;Comedy, Drama, Romance;Paramount, The Steve Tisch Company, Wendy Finerman Productions;Estados Unidos;Ingles
Morgan Freeman;Masculino;Memphis, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Who Says I Can't Ride a Rainbow!;Mejor actor;No;1995;The Shawshank Redemption;1994;ingles;Drama, Crime;Castle Rock Entertainment;Estados Unidos;Ingles
Winona Ryder;Femenino;Winona, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Lucas;Mejor actriz;No;1995;Little Women;1994;ingles;Drama, Romance;Columbia Pictures;Estados Unidos;Ingles, Aleman, Frances
Susan Sarandon;Femenino;Queens, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Joe;Mejor actriz;No;1995;The Client;1994;ingles;Drama, Thriller, Crime, Mystery;Alcor Films, Regency Enterprises, Warner Bros. Pictures;Estados Unidos;Ingles
Jodie Foster;Femenino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Napoleon and Samantha;Mejor actriz;No;1995;Nell;1994;ingles;Drama, Thriller;Egg Pictures, PolyGram Filmed Entertainment;Estados Unidos;Ingles
Paul Newman;Masculino;Shaker Heights, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Silver Chalice;Mejor actor;No;1995;Nobody's Fool;1994;ingles;Drama, Comedy;Capella International, Cinehaus, Paramount;Estados Unidos;Ingles
Nigel Hawthorne;Masculino;Coventry, Inglaterra;Británica;No aplica;Blanca;Sí; S*P*Y*S;Mejor actor;No;1995;The Madness of King George;1994;ingles;Comedy, Drama, History;Samuel Goldwyn Company, Close Call Films, Film4 Productions;Reino Unido;Ingles
Jessica Lange;Femenino;Cloquet, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; King Kong;Mejor actriz;Sí;1995;Blue Sky;1994;ingles;Drama, Romance;Heathrow Productions, Orion Pictures;Estados Unidos;Frances, Ingles
Miranda Richardson;Femenino;Southport, Inglaterra;Británica;No aplica;Blanca;No; Dance with a Stranger;Mejor actriz;No;1995;Tom & Viv;1994;ingles;Drama, Romance;British Screen Productions, IRS Media;Reino Unido, Estados Unidos;Ingles
Sharon Stone;Femenino;Meadville, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Stardust Memories;Mejor actriz;No;1996;Casino;1995;ingles;Crime, Drama;Universal Pictures, Syalis DA, De Fina-Cappa, Légende Films;Francia, Estados Unidos;Ingles
Meryl Streep;Femenino;Summit, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Julia;Mejor actriz;No;1996;The Bridges of Madison County;1995;ingles;Drama, Romance;Amblin Entertainment, Malpaso Productions, Warner Bros. Pictures;Estados Unidos;Ingles
Emma Thompson;Femenino;Paddington, Inglaterra;Británica;No aplica;Blanca;No; The Tall Guy;Mejor actriz;No;1996;Sense and Sensibility;1995;ingles;Drama, Romance;Mirage Enterprises, Columbia Pictures;Reino Unido;Ingles
Nicolas Cage;Masculino;Long Beach, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Fast Times at Ridgemont High;Mejor actor;Sí;1996;Leaving Las Vegas;1995;ingles;Drama, Romance;Initial Productions, United Artists, Lumière Pictures, Metro-Goldwyn-Mayer;Francia, Reino Unido, Estados Unidos;Ingles, Italiano, Ruso
Elisabeth Shue;Femenino;Wilmington, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Somewhere, Tomorrow;Mejor actriz;No;1996;Leaving Las Vegas;1995;ingles;Drama, Romance;Initial Productions, United Artists, Lumière Pictures, Metro-Goldwyn-Mayer;Francia, Reino Unido, Estados Unidos;Ingles, Italiano, Ruso
Sean Penn;Masculino;Burbank, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Taps;Mejor actor;No;1996;Dead Man Walking;1995;ingles;Drama;Havoc, PolyGram Filmed Entertainment, Working Title Films;Estados Unidos, Reino Unido;Ingles
Susan Sarandon;Femenino;Queens, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Joe;Mejor actriz;Sí;1996;Dead Man Walking;1995;ingles;Drama;Havoc, PolyGram Filmed Entertainment, Working Title Films;Estados Unidos, Reino Unido;Ingles
Richard Dreyfuss;Masculino;Brooklyn, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Young Runaways;Mejor actor;No;1996;Mr. Holland's Opus;1995;ingles;Drama, Music, Family;Hollywood Pictures, Interscope Communications, PolyGram Filmed Entertainment, The Charlie Mopic Company;Estados Unidos;Ingles
Anthony Hopkins;Masculino;Port Talbot, Reino Unido;Británica;Estadounidense;Blanca;No; The Lion in Winter;Mejor actor;No;1996;Nixon;1995;ingles;Drama, History;Cinergi Pictures Entertainment, Hollywood Pictures;Estados Unidos;Ingles
Massimo Troisi;Masculino;San Giorgio, Italia;Italiana;No aplica;Blanca;Sí; Ricomincio da tre;Mejor actor;No;1996;The Postman (Il Postino);1995;Italiano;Drama, Romance, Comedia;Cecchi Gori Group Tiger Cinematografica, Esterno Mediterraneo Film, Blue Dahlia Productions, Le Studio Canal+;Italia, Francia, Bélgica;Italiano, Español
Frances McDormand;Femenino;Chicago, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Blood Simple;Mejor actriz;Sí;1997;Fargo;1996;ingles;Crime, Drama, Thriller;PolyGram Filmed Entertainment, Working Title Films;Reino Unido, Estados Unidos;Ingles
Tom Cruise;Masculino;Siracusa, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Endless Love;Mejor actor;No;1997;Jerry Maguire;1996;ingles;Comedy, Drama, Romance;Gracie Films, TriStar Pictures, Vinyl Films;Estados Unidos;Ingles
Ralph Fiennes;Masculino;Ipswich, Inglaterra;Británica;No aplica;Blanca;Sí; Wuthering Heights;Mejor actor;No;1997;The English Patient;1996;ingles;Drama, Romance, War;Miramax, Tiger Moth Productions;Reino Unido, Estados Unidos;Aleman, Italiano, Arabe, Ingles
Kristin Scott Thomas;Femenino;Redruth, Inglaterra;Británica;Francesa;Blanca;Sí; Under the Cherry Moon;Mejor actriz;No;1997;The English Patient;1996;ingles;Drama, Romance, War;Miramax, Tiger Moth Productions;Reino Unido, Estados Unidos;Aleman, Italiano, Arabe, Ingles
Woody Harrelson;Masculino;Midland, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Wildcats;Mejor actor;No;1997;The People vs. Larry Flynt;1996;ingles;Drama;Columbia Pictures, Phoenix Pictures, Filmhaus, Illusion Entertainment, Ixtlan, Janet Yang Productions;Estados Unidos;Ingles
Emily Watson;Femenino;Islington, Inglaterra;Británica;No aplica;Blanca;Sí; Breaking the Waves;Mejor actriz;No;1997;Breaking the Waves;1996;ingles;Drama, Romance;Trust Film, Det Danske Filminstitut;Denmark, Francia, Iceland, Netherlands, Noruega, Espana, Suecia, Reino Unido;Ingles
Billy Bob Thornton;Masculino;Hot Springs, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Hunter's Blood;Mejor actor;No;1997;Sling Blade;1996;ingles;Drama;Miramax, Shooting Gallery;Estados Unidos;Ingles
Geoffrey Rush;Masculino;Toowoomba, Australia;Australiana;No aplica;Blanca;No; Hoodwink;Mejor actor;Sí;1997;Shine;1996;ingles;Drama;Fine Line Features, Film Victoria, South Australian Feature Film Company, Australian Film Finance Corporation;Australia;Ingles, Yiddish
Brenda Blethyn;Femenino;Ramsgate, Inglaterra;Británica;No aplica;Blanca;Sí; The Witches;Mejor actriz;No;1997;Secrets & Lies;1996;ingles;Drama;Thin Man Films, CiBy 2000, Film4 Productions;Francia, Reino Unido;Ingles
Diane Keaton;Femenino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Lovers and Other Strangers;Mejor actriz;No;1997;Marvin's Room;1996;ingles;Drama;Tribeca Productions, Miramax, Scott Rudin Productions;Estados Unidos;Ingles, Español
Kate Winslet;Femenino;Reading, Inglaterra;Británica;No aplica;Blanca;No; Heavenly Creatures;Mejor actriz;No;1998;Titanic;1997;ingles;Drama, Romance;Paramount, 20th Century Fox, Lightstorm Entertainment;Estados Unidos;Ingles, Frances, Aleman, Sueco, Italiano, Ruso
Matt Damon;Masculino;Cambridge, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Mystic Pizza;Mejor actor;No;1998;Good Will Hunting;1997;ingles;Drama;Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership;Estados Unidos;Ingles
Jack Nicholson;Masculino;Neptune City, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Cry Baby Killer;Mejor actor;Sí;1998;As Good as It Gets;1997;ingles;Drama, Comedy, Romance;Gracie Films, TriStar Pictures, Sony Pictures;Estados Unidos;Ingles
Helen Hunt;Femenino;Culver City, Estados Unidos;Estadounidense;No aplica;Blanca;Sí;  Rollercoaster;Mejor actriz;Sí;1998;As Good as It Gets;1997;ingles;Drama, Comedy, Romance;Gracie Films, TriStar Pictures, Sony Pictures;Estados Unidos;Ingles
Dustin Hoffman;Masculino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Tiger Makes Out;Mejor actor;No;1998;Wag the Dog;1997;ingles;Comedy, Drama;New Line Cinema, Tribeca Productions, Baltimore Pictures, Punch Productions;Estados Unidos;Albanian, Ingles
Robert Duvall;Masculino;San Diego, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; To Kill a Mockingbird;Mejor actor;No;1998;The Apostle;1997;ingles;Drama;Butcher's Run Productions;Estados Unidos;Ingles
Helena Bonham Carter;Femenino;Golders Green, Inglaterra;Británica;No aplica;Blanca;No; Lady Jane;Mejor actriz;No;1998;The Wings of the Dove;1997;ingles;Drama, Romance;Miramax;Reino Unido, Estados Unidos;Ingles, Italiano
Peter Fonda;Masculino;Manhattan, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Tammy and the Doctor;Mejor actor;No;1998;Ulee's Gold;1997;ingles;Drama;Nunez-Gowan, Clinica Estetico;Estados Unidos;Ingles
Julie Christie;Femenino;Chabua, India;Británica;No aplica;Blanca;No; Crooks Anonymous;Mejor actriz;No;1998;Afterglow;1997;ingles;Drama, Romance, Comedy;Moonstone Entertainment, Elysian Dreams, Sandcastle 5;Estados Unidos;Ingles, Frances
